Gene Symbol	SKOV_KO
LOC100420254	0
LOC107984025	0
LOC101930434	0
RN7SL82P	0
HERC2P10	0
LOC100629121	0
LOC388104	0
FAN1	93
MTMR10	11
RNU6-466P	0
TRPM1	0
COLGALT2	3
LOC105370752	0
LOC102725022	0
LOC283710	0
KLF13	15
LOC105376707	0
LOC105370939	0
UBE2CP4	0
LOC400347	0
LOC107987220	0
TSEN15	484
OTUD7A	2
LOC105370753	0
DEPDC1P1	0
LOC105370940	0
CHRNA7	12
LOC105370754	0
LOC102724078	0
RNU6-18P	0
LOC644110	0
LOC105376709	0
LOC102724830	9
DNM1P31	0
GOLGA8K	1
LOC107987221	0
RN7SL185P	0
ULK4P1	0
DNM1P32	0
GOLGA8O	1
RN7SL539P	0
LOC100289543	0
LOC105376710	0
LOC102724846	0
LOC101060588	0
LOC100653133	0
LOC107987215	0
LOC107987222	0
WHAMMP1	0
LOC100996255	0
LOC101928042	0
GOLGA8N	0
RN7SL286P	0
ARHGAP11A	4
RN7SL654P	0
SCG5	0
LOC105370757	0
LOC105370756	0
GREM1	0
LOC100131315	0
FMN1	2
LOC107984761	0
HNRNPA1P71	0
LOC105370759	0
TMCO5B	0
C1orf21	220
LOC101928134	0
RYR3	3
C1QBPP3	0
LOC101929988	5
AVEN	94
CHRM5	2
LOC107984748	0
EMC7	1012
RPL32P2	0
PGBD4	45
LOC102724857	0
KATNBL1	549
EMC4	830
SLC12A6	316
NOP10	1622
NUTM1	7
LPCAT4	274
ACTG1P15	0
GOLGA8A	342
LOC100422491	0
LOC100129573	0
HNRNPLP2	18
FSCN1P1	0
LOC105370761	0
DNM1P5	0
GOLGA8B	368
LOC100422492	0
LOC105370762	0
GJD2	0
LOC101928174	4
LOC107985236	1
ACTC1	1
LOC107984776	0
LOC100132824	3
AQR	1003
RPL36AP8	0
ZNF770	3769
LOC105370764	0
LOC105370763	0
LOC105370765	1
NANOGP8	0
PRAMEF1	0
LOC107985237	0
LOC441722	0
PRELID1P4	0
DPH6	133
ANP32AP1	0
NUTF2P6	0
RBM17P4	0
HNRNPA1P45	0
DPH6-AS1	3
LOC105370766	0
LOC105371648	2
LOC100507480	0
LOC102724214	0
LOC105370767	0
LOC105370769	0
LOC105370768	0
LOC105370770	0
COX6CP4	0
C15orf41	150
LOC751603	0
EDEM3	689
LARP4P	0
TPST2P1	0
CSNK1A1P1	0
LOC145845	0
MEIS2	184
LOC107984744	13
LOC105370772	0
RPS15P8	0
LOC105370773	0
LOC105371649	0
TMCO5A	1
LOC107984774	0
LOC101928227	0
LOC107984773	3
LOC107984760	1
SPRED1	818
FAM98B	891
LOC100422645	1
RASGRP1	103
LOC105370774	0
FAM129A	255
LOC107984739	0
LOC107984725	1
LOC105370775	0
C15orf53	0
LOC105370776	0
LOC102724253	0
LOC107983968	2
LOC105370777	0
LOC105370781	2
LOC105370780	1
LOC107985238	0
C15orf54	0
LOC105370783	0
LOC105370784	3
THBS1	377
FSIP1	8
LOC105370785	0
LOC105370941	12
GPR176	10
LOC105370786	0
LOC100505534	1
RNU7-13P	0
EIF2AK4	1215
H3F3AP1	0
SRP14	3433
SRP14-AS1	53
LOC105370787	0
BMF	33
MTND5P37	0
BUB1B	1734
LOC107984763	1
BUB1B-PAK6	268
GS1-120K12.4	0
PAK6	65
C15orf56	2
ANKRD63	7
PLCB2	29
RPLP0P10	0
INAFM2	96
C15orf52	184
RNA5SP392	0
PHGR1	0
DISP2	96
RNA5SP72	0
KNSTRN	699
IVD	889
BAHD1	522
CHST14	53
RPL9P27	0
RNU6-516P	0
C15orf57	232
MRPL42P5	5
RPUSD2	507
TRS-GCT4-2	0
RNF2	658
KNL1	1526
RAD51-AS1	2
RAD51	315
RMDN3	485
SUMO2P15	0
GCHFR	1
DNAJC17	320
C15orf62	3
ZFYVE19	244
PPP1R14D	0
LOC105376745	0
FTH1P25	0
LOC102724362	37
SPINT1	894
RHOV	116
VPS18	480
LOC105370943	2
DLL4	89
CHAC1	85
ISCA1P4	2
LOC105370789	0
INO80	897
TRMT1L	641
LOC105376713	0
CYCSP2	0
FAM92A1P1	0
EXD1	0
RN7SL497P	0
CHP1	1116
OIP5-AS1	595
OIP5	219
NUSAP1	3404
NDUFAF1	215
SWT1	73
RTF1	673
LOC105370790	0
ITPKA	73
LTK	49
RPAP1	917
ELOCP2	3
TYRO3	718
LOC105370791	0
MGA	1929
LOC100129295	1
MAPKBP1	369
JMJD7-PLA2G4B	11
JMJD7	112
PLA2G4B	33
SPTBN5	18
RNA5SP393	0
LOC105370792	72
EHD4	1242
EHD4-AS1	0
RPL5P5	0
PLA2G4E-AS1	4
PLA2G4E	1
LOC105370793	0
PLA2G4D	2
PLA2G4F	6
VPS39	616
LOC105370795	0
TMEM87A	1125
GANC	75
LOC105371651	0
BNIP3P5	1
CAPN3	15
LOC105370794	1
ZNF106	975
RNU6-188P	0
SNAP23	481
LRRC57	238
HAUS2	2404
MYL12BP1	15
STARD9	98
LOC100422414	0
EIF4EBP2P2	0
CDAN1	235
TTBK2	252
KRT8P50	0
FDPSP4	0
UBR1	1139
RPS3AP47	1
SPCS2P1	0
TMEM62	366
FDPSP10	0
IVNS1ABP	927
CCNDBP1	569
EPB42	0
TGM5	0
ATP5HP1	0
TGM7	0
LCMT2	120
ADAL	118
ZSCAN29	470
TUBGCP4	484
RN7SL487P	0
LOC102724897	4
TP53BP1	1091
MAP1A	52
PPIP5K1	140
CKMT1B	104
STRC	28
RNU6-554P	0
CATSPER2	6
RNU6-610P	0
PDIA3P2	0
PPIP5K1P1	0
GS1-279B7.1	0
CKMT1A	86
STRCP1	1
RNU6-353P	0
RNU6-354P	0
CATSPER2P1	8
PDIA3	2928
ELL3	189
SERF2	3571
SERF2-C15ORF63	5
PRAMEF11	0
LOC107985455	0
SERINC4	72
HYPK	1521
MFAP1	1081
WDR76	759
FRMD5	765
PIN4P1	2
ACTBP7	19
GAPDHP55	0
CASC4	1592
GAPDHP43	4
RNU7-183P	0
CTDSPL2	1430
HNRNPMP1	0
EIF3J-AS1	49
EIF3J	2112
SPG11	838
PATL2	6
B2M	902
LOC100419583	0
TRIM69	0
SORD2P	43
MCRIP2P2	0
LOC105370798	0
LOC105369152	1
RNU1-119P	0
LOC100420928	0
LOC100129830	0
LOC107984769	2
RNU6-1108P	0
TERB2	0
RNU6-1332P	0
LOC100187725	0
LOC107985239	0
RNU6-966P	0
RNU1-78P	0
SORD	1126
LOC100422669	2
DUOX2	10
DUOXA2	0
DUOXA1	7
DUOX1	135
SHF	13
TRH-GTG1-7	0
LINC01350	0
TRH-GTG1-8	0
TRH-GTG1-9	0
LOC101928414	3
SLC28A2	1
LOC107984732	0
LOC100533853	0
RNU6-953P	0
GATM	44
SPATA5L1	355
C15orf48	0
GS1-204I12.4	0
LOC107987223	0
LOC105376714	1
RNU7-5P	0
SLC30A4	230
HMGN2P46	1
DPPA5P2	0
BLOC1S6	1198
SQRDL	449
LOC105370802	0
HMCN1	15
LOC107984794	0
LOC100419366	0
LOC105370803	0
RNU6-1014P	0
RN7SKP101	0
LOC729316	0
LOC107984733	0
SEMA6D	0
RN7SKP139	0
LOC105370804	0
LOC105371654	0
RPL7AP62	0
LINC01491	0
LOC105370805	0
LOC102724553	0
LOC107984792	0
LOC107984136	0
SLC24A5	0
MYEF2	0
CTXN2	0
LOC105370807	1
PRG4	0
SLC12A1	0
LOC107984756	0
LOC107984758	0
LOC107984755	0
LOC107984757	0
DUT	914
FBN1	21
LOC105370809	0
CEP152	389
LOC645405	0
TPR	4531
LOC101928472	0
SHC4	11
EID1	1765
KRT8P24	0
SECISBP2L	509
RN7SL577P	0
COPS2	5119
GALK2	237
NDUFAF4P1	0
SEPT14P14	1
PRAMEF30P	0
RNU6-1240P	0
RPL15P19	0
RN7SL307P	0
FAM227B	85
LOC100420615	5
FGF7	1
LOC105370811	0
DTWD1	915
RLIMP3	0
ATP8B4	5
LOC102724587	0
C1orf27	894
RNA5SP394	0
LOC107984762	1
SLC27A2	406
HDC	1
RN7SL494P	0
GABPB1	642
RNU6-94P	0
FLJ10038	17
GABPB1-AS1	186
OCLM	2
AHCYP7	1
USP8	2186
RNA5SP395	0
RPS20P34	0
LOC107984741	4
USP50	6
TRPM7	774
RN7SL354P	0
SPPL2A	698
RPL32P30	0
LOC102724919	2
AP4E1	507
DCAF13P3	2
TNFAIP8L3	9
CYP19A1	3
GLDN	15
DMXL2	1847
LOC105370816	0
PDC	0
SCG3	11
LYSMD2	266
TMOD2	456
TMOD3	2314
LOC100422490	0
RNU6-90P	0
LOC100422556	0
LEO1	856
MAPK6	2011
RPS13P8	0
LOC100131939	0
BCL2L10	0
GNB5	256
CERNA1	5
MYO5C	1110
LOC105370820	0
LOC105370819	1
MYO5A	937
EEF1B2P1	0
ARPP19	3902
PTGS2	25
FAM214A	186
LOC105370821	0
ONECUT1	1
LOC105370824	0
LOC101928499	0
LOC107983981	0
RPSAP55	0
EEF1A1P22	0
LOC105370823	0
LOC105370822	0
PACERR	0
LOC105370826	1
WDR72	369
RNU2-53P	0
RNU6-449P	0
UNC13C	0
LOC105370827	0
LOC100422032	0
HNRNPA1P74	0
LOC105370829	0
RSL24D1	6143
PLA2G4A	357
RAB27A	168
PIGBOS1	80
PIGB	152
DYX1C1-CCPG1	93
CCPG1	212
C15orf65	21
DYX1C1	166
LOC100420711	0
LOC107984745	0
LOC105371655	0
PYGO1	8
PRTG	0
NEDD4	484
CNOT6LP1	1
RN7SL568P	0
CD24P2	0
RFX7	394
LOC390586	2
TEX9	150
RNU6-1287P	0
HNRNPCL1	0
LINC01036	0
HMGB1P33	0
MNS1	7
LOC105370831	0
LOC105370832	1
ZNF280D	439
LOC645877	0
LOC145783	3
LOC105370833	2
TCF12	1845
HNRNPA3P11	1
LINC01037	0
LINC00926	7
LINC01413	0
NDUFB10P1	0
CGNL1	65
RNU6-844P	0
LOC107984759	0
RPS13P7	0
GCOM1	36
MYZAP	65
POLR2M	1197
LOC105371656	1
LOC105370834	1
LOC107984724	0
ALDH1A2	0
LOC100418848	0
LOC101928635	10
AQP9	0
MTND4LP23	0
MTND6P23	0
RPL28P4	0
LIPC	0
FDPSP1	0
LIPC-AS1	0
ADAM10	1167
LOC100289060	0
HSP90AB4P	0
RN7SKP95	0
LOC100289091	0
RNU3P1	0
LOC101928725	1
FAM63B	465
ZNF444P1	0
LOC100967224	1
RPL21P14	0
SLTM	3205
LOC100420929	0
RNF111	665
RPL21P113	0
CCNB2	711
MYO1E	2178
LDHAL6B	8
RNU4-80P	0
SLC4A1APP2	0
RNU6-212P	0
FAM81A	155
LOC100421765	0
LOC100132644	0
RPL21P114	0
RPL21P117	0
RNA5SP396	0
GCNT3	10
GTF2A2	1075
BNIP2	779
LOC100129274	0
PIGHP1	3
RPS3AP6	669
LOC107984803	0
LOC107984802	0
DDX18P2	0
NMNAT1P5	0
FOXB1	0
LOC105370838	0
MESTP2	0
LOC105370839	0
RN7SKP156	0
LOC105370840	0
ANXA2	25238
RPL36AP44	0
RPS10P22	0
ICE2	1369
RORA-AS1	12
RORA	6
CYCSP38	0
LOC105370846	1
RORA-AS2	0
LOC100421343	0
RNA5SP397	0
LOC105370844	0
LOC102724802	0
LOC105370842	0
LOC107984805	0
LOC105370841	0
LOC105370847	0
LOC107984782	0
LOC101928850	0
LOC107984783	0
LOC100533732	0
LOC100506530	0
LOC105370848	0
VPS13C	698
LOC101928907	0
C2CD4A	1
NPM1P47	0
C2CD4B	0
LOC107984784	0
GOLGA2P11	0
LOC105370849	0
PRAMEF2	0
RPS3AP9	0
LOC105370852	0
LOC105370851	0
LOC102724938	0
LOC105370850	1
HMGN1P26	0
TLN2	313
MGC15885	0
LOC105370855	0
CLPTM1LP1	0
LOC105370854	1
LOC100287243	0
TPM1	662
LOC107984798	7
LACTB	95
RPS27L	2760
LOC101928972	0
RAB8B	391
APH1B	54
GAPDHP75	0
LOC105370858	0
CA12	164
LOC102723344	0
USP3	854
USP3-AS1	6
FBXL22	8
HERC1	762
DAPK2	45
LOC101928988	0
LOC105371657	0
FAM96A	1419
SNX1	910
SNX22	51
PPIB	4071
CSNK1G1	817
PCLAF	636
TRIP4	623
LOC105370861	1
ZNF609	1360
GAPDHP61	1
RNA5SP73	0
LOC107984736	0
RPS26P50	0
LOC101930091	0
RPL21P15	0
RNU6-549P	0
OAZ2	750
LOC107984737	2
RBPMS2	128
PIF1	79
LOC107985456	0
PLEKHO2	147
ANKDD1A	88
LOC107984754	22
SPG21	672
MTFMT	271
LOC100130437	0
SLC51B	1
RASL12	0
KBTBD13	1
LOC105370862	4
LOC647132	1
UBAP1L	56
PDCD7	427
CLPX	1428
CILP	1
RNU6-686P	0
PARP16	120
RNU5A-1	0
RNU5B-1	0
IGDCC3	8
IGDCC4	44
BRINP3	2
DPP8	678
HACD3	3018
RNU6-19P	0
INTS14	1098
SLC24A1	67
LOC102723464	1
DENND4A	370
LOC646358	3
LOC105370866	5
LOC105371659	0
HNRNPA1P44	0
TRQ-CTG1-4	0
RAB11A	2225
MEGF11	7
LOC105370867	0
LOC105370868	0
DIS3L	561
TIPIN	684
SCARNA14	0
LOC105371658	0
RPL9P25	5
MAP2K1	785
ATP5J2P6	0
RPL35AP32	0
SNAPC5	624
RPL4	36678
SNORD18C	0
SNORD18B	0
SNORD16	0
PRAMEF4	0
LINC01351	4
SNORD18A	0
ZWILCH	1250
LCTL	37
LINC01169	0
SMAD6	59
LETM1P1	0
LOC105370869	0
LOC105376718	0
LOC102723481	0
LOC102723493	11
LINC01720	0
HMGN2P47	0
SMAD3	1613
AAGAB	2343
RPS24P16	1
IQCH	314
IQCH-AS1	66
C15orf61	122
MAP2K5	137
HNRNPA1P5	0
LOC107984718	1
HNRNPA1P46	0
SKOR1	16
LOC105370870	0
LOC101929076	0
RNU6-1	0
LOC100286942	0
PIAS1	784
LOC105370871	0
CALML4	221
CLN6	527
HMGN2P40	3
LOC105371660	0
FEM1B	1551
ITGA11	0
LOC105370873	0
CORO2B	65
CARSP1	0
ANP32A	3825
ANP32A-IT1	1
LOC390600	1
NOX5	4
LOC107985457	0
SPESP1	2
LOC100422194	0
EWSAT1	0
GLCE	409
LOC100421574	0
RN7SL438P	0
LOC102723548	0
PAQR5	493
RNA5SP398	0
LOC145694	77
LOC105371661	0
KIF23	1295
LOC100421811	0
RPLP1	30541
LOC105370876	8
DRAIC	0
PCAT29	0
LOC107984788	0
GEMIN8P1	0
LINC00593	0
LOC101929129	0
RGS18	0
TLE3	857
LOC105370877	5
LOC107984734	1
RNU6-745P	0
LOC105370878	0
LOC105370880	0
LOC107984781	0
LOC101929151	7
SALRNA3	0
LOC105371662	0
SALRNA2	0
LOC107984791	3
UACA	853
RPL29P30	0
LARP6	325
LRRC49	101
KRT8P9	0
THAP10	69
RPL5P3	0
LOC107984717	63
LOC647150	0
LOC105370886	0
CT62	1
THSD4	142
HMGB1P6	305
THSD4-AS1	0
LOC105370884	0
RPL17P39	1
LOC107984716	0
THSD4-AS2	0
NR2E3	1
RGS21	0
MYO9A	397
RNA5SP399	0
LOC107984713	0
LOC107984714	0
EIF5A2P1	1
RNU2-65P	0
SENP8	69
RPL21P115	1
LOC107984715	0
GRAMD2	303
PRAMEF10	0
LOC105371664	0
PKM	23755
PARP6	510
LOC105370887	0
CELF6	14
HEXA	524
HEXA-AS1	0
RPL12P35	3
TMEM202	0
LOC105370888	1
PHBP20	0
RGS1	0
LOC107983949	1
ARIH1	2293
LOC100420930	0
LOC646665	1
LOC102723640	1
GOLGA6B	1
RN7SL853P	0
HIGD2B	1
BBS4	274
LOC107985241	0
ADPGK	420
ADPGK-AS1	18
LOC107984801	0
NPM1P42	0
NEO1	624
FKBP1AP2	0
NPM1P43	0
HCN4	24
LOC105370890	1
LOC107984728	0
RGS13	0
REC114	0
MRPS15P1	1
NPTN	698
NPTN-IT1	26
LOC105370891	0
CD276	675
C15orf59	12
C15orf59-AS1	0
LOC105370892	0
LOC102723657	0
RPS27AP5	1
TBC1D21	0
LOXL1-AS1	64
LOXL1	89
STOML1	182
PML	379
DNM1P33	1
GOLGA6A	1
RN7SL429P	0
LOC732265	0
LOC107987224	0
LOC283731	0
ISLR2	2
ISLR	0
STRA6	22
CCDC33	4
LOC105370893	0
CYP11A1	3
LOC729739	0
LOC105370894	1
SEMA7A	625
LOC105371665	1
UBL7	625
UBL7-AS1	29
LOC101929333	53
LOC102723714	4
ARID3B	319
CLK3	1666
LOC102723750	0
EDC3	955
CYP1A1	27
LOC100130137	0
CYP1A2	0
CSK	818
LMAN1L	0
CPLX3	2
LOC105370897	0
ULK3	533
SCAMP2	624
MPI	601
RGS2	284
FAM219B	282
COX5A	1522
RPP25	84
LOC107984731	0
SCAMP5	140
PPCDC	346
LOC107984771	1
LOC100128721	1
LOC107987225	0
RPL36AP45	0
LOC105371668	0
LOC107984772	0
C15orf39	742
LOC105376731	1
NIFKP4	0
GOLGA6C	2
RN7SL489P	0
GOLGA6D	0
RN7SL327P	0
DNM1P34	0
ANP32BP1	0
PRAMEF7	0
LOC105371667	0
COMMD4	626
NEIL1	71
MAN2C1	276
SIN3A	635
RPL13P4	0
PTPN9	560
LOC105370902	1
LOC107984720	0
SNUPN	256
RN7SKP126	0
IMP3	1278
LOC107984799	10
SNX33	153
CSPG4	469
ODF3L1	1
DNM1P35	4
LOC391532	0
LOC101929408	3
LOC441728	5
LINC01032	0
RN7SL319P	0
DNM1P49	0
UBE2Q2	176
FBXO22	657
FBXO22-AS1	124
NRG4	125
TMEM266	9
LOC101929439	1
ETFA	2321
TYRO3P	1
ZNF101P2	5
ISL2	99
SCAPER	148
TRK-CTT16-1	0
RN7SKP217	0
RCN2	934
LOC105370904	1
RN7SL278P	0
KRT8P23	4
PSTPIP1	0
UCHL5	1741
TSPAN3	1127
PEAK1	586
HMGN1P27	0
LINC00597	2
LOC646853	0
HMG20A	920
LOC101929457	0
LOC105370906	0
LINGO1	285
LINGO1-AS1	0
SCARNA18B	0
LINGO1-AS2	0
CSPG4P13	0
DNM1P9	0
LOC645752	0
RN7SL214P	0
LOC440292	2
ADAMTS7P3	1
LOC91450	1
TBC1D2B	434
SH2D7	6
TROVE2	1885
CIB2	167
IDH3A	1652
ACSBG1	19
LOC105370911	0
DNAJA4	608
LOC105370910	50
WDR61	506
CRABP1	0
RWDD1P1	0
LOC105370912	3
GLRX2	258
IREB2	937
HYKK	66
PSMA4	4076
CHRNA5	276
CHRNA3	20
CHRNB4	27
RPL18P11	0
LOC105370913	3
LOC646934	0
DNM1P37	0
LOC101929160	1
LOC646938	0
ADAMTS7	108
LOC390614	0
TRK-CTT1-2	0
RPL21P116	0
MORF4L1	4535
RNU6-415P	0
CTSH	255
LOC107984738	0
RASGRF1	36
CDC73	1192
LOC100129540	1
LOC105370917	0
LOC107984750	0
ANKRD34C-AS1	0
HNRNPCP3	0
ANKRD34C	0
TMED3	784
KIAA1024	85
LOC105370918	0
RNU6-1072P	0
LOC105370919	0
LOC390617	0
LOC390618	0
TRC-GCA5-1	0
RPS12P25	0
RNU6-667P	0
ST20-MTHFS	0
MTHFS	376
ST20	23
ST20-AS1	51
B3GALT2	0
FDPSP9	0
BCL2A1	0
LOC100420205	0
ZFAND6	968
FAH	189
LINC01314	2
LINC00927	0
LOC101929560	2
ARNT2	166
LOC101929586	0
LINC01031	0
RNU6-380P	0
ABHD17C	327
CEMIP	132
LOC107984749	7
MESDC2	858
MESDC1	370
LOC107984726	0
RPL23AP22	0
CFAP161	5
ANP32BP3	0
IL16	13
STARD5	23
LOC107984753	1
TMC3-AS1	8
TMC3	0
LOC102723985	0
LOC105370921	0
LOC102724001	0
LOC107985242	0
LOC105370922	0
LOC100288241	0
LOC105370923	0
MEX3B	38
LINC01583	1
LOC105370924	0
EFL1	565
RNU1-77P	0
SAXO2	41
ADAMTS7P1	0
EEF1A1P14	6
DNM1P43	0
GOLGA6L10	0
UBE2Q2P2	3
RPL9P8	0
GOLGA6L9	23
DNM1P36	0
LOC102724034	0
UBE2Q2P6	0
CSPG4P10	0
GOLGA2P10	33
LOC105371670	0
LOC105370926	0
GOLGA6L17P	2
DNM1P38	0
RPS17	0
CPEB1	0
CPEB1-AS1	0
AP3B2	21
LOC100421235	0
LOC338963	0
ACTG1P17	2
RNU6-983P	0
SNHG21	48
FSD2	11
SCARNA15	0
WHAMM	702
HOMER2	40
LOC105370928	1
FAM103A1	160
C15orf40	261
BTBD1	2023
FABP5P8	0
LOC107985458	0
TM6SF1	0
HDGFRP3	0
BNC1	1
LOC105370932	0
LOC105370933	0
LOC105370934	0
SH3GL3	36
ADAMTSL3	1
RNU6-401P	0
LOC105371671	0
TUBAP4	0
RNU6-1339P	0
LOC105370935	0
LOC642677	0
EFTUD1P1	0
DNM1P41	37
UBE2Q2L	0
CSPG4P11	0
LOC440300	38
GOLGA2P7	121
PRAMEF29P	0
LOC105371672	0
RN7SL331P	0
LOC105376724	0
GOLGA6L4	9
UBE2Q2P8	0
LOC105370936	0
LOC102724093	1
LOC105376722	1
LOC100288367	0
RN7SL417P	0
CSPG4P5	0
LOC105371673	0
UBE2Q2P11	0
LOC103171574	5
DNM1P44	0
LOC102724117	2
LOC102724135	7
LOC105370946	0
LOC102724191	0
UBE2Q2P12	0
DNM1P40	0
GOLGA6L5P	9
LOC105371674	0
UBE2Q2P1	27
LINC00933	0
ZSCAN2	193
LOC105370947	0
SCAND2P	140
EGLN1P1	1
WDR73	879
NMB	84
SEC11A	1427
ZNF592	681
KCNT2	0
ALPK3	25
SLC28A1	0
RNU6-339P	0
RNU6-796P	0
HMGB1P43	0
PDE8A	599
NIFKP8	0
CSPG4P12	0
LOC107987230	7
LOC642423	0
LOC101929479	24
RN7SL428P	0
LOC105370948	0
GOLGA6L3	4
DNM1P45	0
ADAMTS7P4	0
LOC102724393	0
AKAP13	933
RNU7-79P	0
CFH	1
FABP5P9	1
RNU6-1280P	0
LOC101929679	0
KLHL25	142
RNU6-231P	0
LOC105370952	0
LOC105370953	0
AGBL1	0
CFHR3	0
LINC01584	0
RNA5SP400	0
AGBL1-AS1	0
LOC105370954	0
LOC102724452	0
LOC105370955	0
LOC107984735	0
LOC105370956	0
LOC102724465	0
RNU6-185P	0
CFHR1	12
LINC00052	1
NTRK3	6
MED28P6	0
NTRK3-AS1	0
LOC105370957	0
LOC105370958	0
LOC105370959	0
MRPL46	943
MRPS11	1844
DET1	41
LOC100996886	0
LINC01586	0
AEN	3124
ISG20	47
LOC105370960	0
ACAN	0
HAPLN3	53
MFGE8	302
CFHR4	0
KRT18P47	0
LOC100129942	0
LOC102724566	0
ABHD2	624
RNU7-195P	0
HMGB1P8	0
LOC107984730	75
RLBP1	0
FANCI	2312
POLG	1137
PRAMEF6	0
LOC105371675	0
TRR-TCG1-1	0
MIR9-3HG	0
LOC107984777	0
LOC105371031	0
LOC105370964	0
RHCG	0
LINC00928	0
TICRR	292
CFHR2	0
KIF7	8
PLIN1	11
PEX11A	105
RPL36AP43	0
WDR93	4
RNU6-132P	0
MESP1	156
MRPL15P1	0
MESP2	1
ANPEP	6
CFHR5	0
LOC105370965	4
C15orf38-AP3S2	194
AP3S2	885
LOC100631255	1
RNU6-1111P	0
ARPIN	172
RNU7-111P	0
LOC100421368	0
F13B	0
ZNF710	224
IDH2	431
LOC105370966	0
RN7SL346P	0
SEMA4B	403
RPS12P26	0
CIB1	1587
GDPGP1	42
TTLL13P	6
ASPM	1197
NGRN	2611
LOC400446	55
NIFKP5	0
GOLGA2P8	16
RN7SL736P	0
GABARAPL3	1
ZNF774	17
NDUFA3P4	0
IQGAP1	5016
CRTC3	417
SEPT14P12	1
LOC107987226	2
CRTC3-AS1	3
HSPE1P3	1
LINC01585	0
BLM	813
LOC105370969	2
RN7SL363P	0
FURIN	682
FES	407
MAN2A2	567
ZBTB41	702
UNC45A	1956
HDDC3	582
RCCD1	185
PRC1	2310
PRC1-AS1	2
VPS33B	434
LOC105370970	1
LOC101926911	9
LOC390638	0
SV2B	0
CRB1	0
LOC105370972	0
LOC107984778	0
CRAT37	0
LOC105370973	2
TRY-GTA12-1	0
LOC100421632	0
LOC105370974	0
SLCO3A1	263
LOC107984747	2
LOC107987227	0
LOC127011	0
DUXAP6	0
NPM1P5	1
ST8SIA2	0
ENO1P2	0
C15orf32	0
LOC104613533	0
LINC00930	0
PIRC76	0
LOC105370978	36
FAM174B	2
MRPS21P3	0
LOC105370975	0
HMGN1P38	1
RPL31P6	0
H2AFVP1	0
LOC100652792	0
LOC101926994	1
ASB9P1	0
LINC01578	785
CHD2	2919
PRAMEF28	0
DENND1B	148
LOC105370979	4
RGMA	75
LOC100124334	0
LOC101927025	1
LOC105370980	0
LOC105370981	0
LOC105370982	2
SEPHS1P2	0
LOC107983974	1
LINC01579	0
EEF1A1P32	0
LOC101927153	0
LINC01580	0
LINC01581	0
LOC105371032	0
LOC105369203	0
LOC105370984	0
MCTP2	134
RPL26P5	0
LOC105370985	0
LOC105370986	0
RPL24P5	0
LOC105370987	0
LOC105370988	0
LOC440311	0
LOC105370989	0
LOC105370991	0
LOC105370990	0
LOC105370994	0
LINC01197	0
LINC00924	0
LOC105370993	0
FAM204BP	0
LOC105370995	0
RNU2-3P	0
LOC107984800	0
LOC105370998	0
LOC105369212	15
NR2F2-AS1	28
LOC105370997	0
NR2F2	1225
LOC101927263	0
C1orf53	20
LOC100289303	0
PGAM1P12	0
RPL31P55	0
RN7SKP254	0
LOC105371001	0
LOC105371002	0
FAM149B1P1	0
SPATA8-AS1	0
SPATA8	0
RN7SKP181	0
LHX9	3
LOC105371004	0
LOC105371005	0
LOC107984764	0
LOC105371006	0
RN7SL677P	0
LOC101927286	0
RNA5SP401	0
LOC101927310	0
LOC105371007	0
LINC00923	13
NEK7	971
ARRDC4	2133
LOC105371009	0
LOC105371008	0
RNU6-1186P	0
LINC01582	0
LOC105371010	0
LOC105371011	0
FAM169B	0
LOC100421087	0
IRAIN	0
PRR13P1	0
IGF1R	554
LOC107984719	0
PGPEP1L	0
LOC105371013	0
LUNAR1	0
LOC105371016	0
SYNM	44
TTC23	245
LRRC28	198
LOC105371677	0
HSP90B2P	2
HNRNPA1P62	1
LOC105371018	0
LOC105371017	3
LOC107984790	0
LOC105371019	0
RPL7P5	0
MEF2A	1208
LYSMD4	79
LOC105371020	0
ATP6V1G3	0
DNM1P46	1
RN7SL484P	0
LOC400464	0
ADAMTS17	67
LOC105371022	3
RNA5SP402	0
LOC107984740	3
SPATA41	7
LOC105371021	0
CERS3-AS1	0
CICP3	0
PRAMEF27	0
PTPRC	0
CERS3	2
PRKXP1	63
RNU6-322P	0
LOC102723335	0
RNU6-181P	0
LINS1	322
ASB7	333
LOC100419174	1
LOC105371024	1
LOC440313	0
PEBP1P3	0
PHF5HP	0
LOC105369201	11
ALDH1A3	2573
LOC101927751	1460
LRRK1	227
LOC105371026	1
LOC105371025	0
CHSY1	746
LOC107984727	0
SELENOS	711
MIR181A1HG	0
SNRPA1	1126
PCSK6	145
LOC100507472	2
PCSK6-AS1	12
LOC107984751	12
LOC107987228	11
LOC105371028	0
SNRPCP18	0
LOC101927505	1
TM2D3	158
RNU6-807P	0
TARSL2	210
LOC100128108	0
DNM1P47	0
LOC105371030	0
RN7SL209P	0
GOLGA8VP	0
OR4F6	0
OR4F15	0
OR4F14P	0
OR4F13P	0
LOC105376730	0
OR4F28P	0
WBP1LP5	0
OR4F4	0
OR4G2P	0
LOC107987229	0
OR4G6P	0
FAM138E	0
RPS2P9	0
WASH3P	37
DDX11L9	0
LOC102723432	0
LOC102723461	0
LOC107987377	0
LOC102723478	0
LOC102723502	0
LOC107987378	0
LOC105369218	0
LOC105371679	0
LOC102723592	0
LOC102723532	0
LOC107987380	0
LOC107987379	0
LOC102723632	0
