Gene Symbol	OVCAR_KO
OR10J3	0
VDR	102
TMEM106C	1350
COL2A1	2
LOC105369752	0
LOC105369750	0
SENP1	367
RPL37P19	1
RNU6-1203P	0
LOC101927180	9
PFKM	1134
OR10J7P	0
ASB8	209
LOC100421855	0
PHBP18	0
LOC100533659	0
CCDC184	4
LOC102725258	4
OR10AD1	1
LOC105369753	0
H1FNT	1
OR10J8P	0
ZNF641	328
OR5BK1P	0
OR5BT1P	0
OR5BJ1P	0
C12orf54	0
OR8S21P	0
OR8T1P	0
ANP32D	0
RPS10P20	0
OR8S1	5
OR10J9P	0
OR5BS1P	0
LALBA	0
OR11M1P	0
KANSL2	568
SNORA2C	0
SNORA2A	1
SNORA2B	0
CCNT1	2531
LINC00935	1
OR10J1	0
ADCY6	584
LOC100506125	5
LOC390314	0
LOC101927241	1
CACNB3	244
DDX23	767
LOC105369755	0
RND1	15
RPL32P27	13
OR10J4	0
CCDC65	14
FKBP11	62
ARF3	2009
WNT10B	68
RNU6-940P	0
WNT1	1
LOC105369757	0
LOC105369756	0
DDN	68
LOC105369758	32
LOC105371462	0
PRKAG1	1270
KMT2D	1666
RHEBL1	30
DHH	15
LOC105369759	1
LMBR1L	394
TUBA1B	4874
LOC105369760	14
TUBA1A	536
TUBA1C	1674
OR10J5	0
LOC101927267	9
PRPH	73
TROAP	349
C1QL4	99
DNAJC22	1005
SPATS2	2205
LOC100335030	181
KCNH3	479
LOC105369761	40
MCRS1	941
LOC646430	0
FAM186B	34
RNU6-834P	0
POLR2KP1	3
LOC100422296	13
HIGD1AP9	1
PRPF40B	222
FMNL3	129
LOC105369762	0
COX5BP5	0
TMBIM6	6307
LOC107985215	0
LSM6P2	0
NCKAP5L	127
NMTRQ-TTG6-1	0
BCDIN3D-AS1	28
BCDIN3D	165
RPL35AP28	0
FAIM2	0
LOC283332	0
LOC101927292	0
LOC105369763	7
LOC105376736	4
OR10AE1P	0
AQP2	3
LOC101927318	0
AQP5	1
LOC105369764	7
AQP6	16
LOC102723963	0
RACGAP1	1652
ASIC1	354
SMARCD1	365
GPD1	19
APCS	0
COX14	379
CERS5	431
LIMA1	2129
RNU6-1093P	0
LOC107984505	13
LOC100418734	7
FAM186A	16
RPL26P33	1
LARP4	2177
OR10J6P	0
SNORD133	19
DIP2B	618
RNU6-769P	0
RNU6-238P	0
ATF1	539
RN7SL519P	0
TMPRSS12	0
METTL7A	24
HIGD1C	6
SLC11A2	695
CRPP1	0
RNU7-39P	0
RNU6-87P	0
RNU6-1273P	0
LETMD1	919
CSRNP2	448
TFCP2	616
RPL35AP29	0
PHBP19	32
POU6F1	93
DAZAP2	2105
CRP	0
SMAGP	259
LOC102723983	17
BIN2	7
LOC105369767	0
CELA1	0
GALNT6	128
SLC4A8	47
LOC107984508	4
LOC105369768	0
SCN8A	320
RPL27P2	0
HNRNPA3P10	3
FIGNL2	15
LOC105369971	0
ANKRD33	0
LOC102724178	0
ACVRL1	28
ACVR1B	281
RNU6-574P	0
GRASP	22
NR4A1	251
LOC101928264	0
LOC107984510	9
ATG101	475
OR7E47P	0
LOC105369771	0
KRT80	38
C12orf80	2
LINC00592	5
METTL7AP1	0
KRT7	221
KRT87P	0
DUSP23	154
KRT88P	11
KRT86	28
KRT81	13
KRT83	3
KRT89P	0
KRT85	0
KRT84	0
KRT82	0
KRT90P	0
KRT75	0
LOC105371464	0
KRT6B	0
KRT6C	0
LOC107984511	0
KRT6A	0
KRT5	1
KRT71	0
KRT74	0
KRT72	0
KRT73	0
KRT73-AS1	0
FCRL6	0
LOC105369772	0
KRT128P	0
KRT2	0
KRT1	0
KRT77	0
KRT126P	0
LOC400036	0
KRT125P	0
BTBD10P1	0
KRT127P	0
MTOR	578
LOC107985217	0
ARL2BPP2	0
KRT76	0
KRT3	0
KRT4	2
KRT79	0
KRT78	1
RPL7P41	0
KRT8	10365
KRT18	8279
EIF4B	17879
SLAMF8	8
LOC283335	50
TNS2	184
SPRYD3	348
IGFBP6	222
SOAT2	3
VTI1BP3	0
HIGD1AP1	23
EIF4A1P4	0
CSAD	585
C1orf204	40
ZNF740	529
ITGB7	19
RARG	352
MFSD5	131
ESPL1	280
PFDN5	3167
C12orf10	331
AAAS	378
SP7	1
SP1	1924
VSIG8	6
AMHR2	0
PRR13	651
PCBP2	2210
PCBP2-OT1	25
MAP3K12	229
TARBP2	193
NPFF	25
ATF7	354
LOC100652999	90
LOC100419830	0
LOC107985216	75
RPL31P51	2
ATP5G2	3591
CALCOCO1	279
LOC105369774	2
CISTR	0
LOC105378250	0
LOC107984525	14
RN7SKP289	0
HOXC13-AS	0
HOXC13	49
CFAP45	29
LOC105369775	0
HOXC12	0
HOTAIR	2
HOXC11	0
HOXC-AS3	1
HOXC10	13
HOXC-AS2	1
HOXC-AS1	9
HOXC9	66
LOC107984512	50
HOXC8	26
HOXC4	5
HOXC5	13
HOXC6	48
FLJ12825	12
LOC100240735	0
LOC100240734	3
LOC107984513	2
TAGLN2	1534
LOC400043	10
LOC105369776	25
LOC102724030	13
SMUG1	450
LOC105369777	2
CBX5	3162
RN7SL390P	1
HNRNPA1	28951
NFE2	25
IGSF9	223
COPZ1	2777
LOC102724050	4
GPR84	9
ZNF385A	200
ITGA5	305
GTSF1	2021
NCKAP1L	8
PDE1B	3
PPP1R1A	54
SLAMF9	3
GLYCAM1	0
LACRT	0
DCD	0
VDAC1P5	0
MUCL1	0
LOC105369778	1
TESPA1	0
LOC107984515	0
NEUROD4	0
LOC101927484	0
MTOR-AS1	1
LINC01133	2
OR9K1P	0
LOC644383	0
OR9K2	0
OR9R1P	0
OR10U1P	0
OR10A7	0
OR6C74	0
OR6C69P	0
OR6C72P	0
OR6C6	0
FCRL6P1	0
OR6C5P	0
OR6C1	0
OR6C3	0
OR6C7P	0
OR6C75	0
OR6C71P	0
OR6C66P	0
OR6C73P	0
OR6C65	0
PHC1P1	19
RPL27AP2	0
OR6C76	0
OR6C2	0
OR6C70	0
OR6C68	0
OR6C64P	0
OR6C4	0
OR2AP1	0
LOC100418940	0
OR6U2P	0
OR10P1	0
PIGM	244
OR10AE3P	0
PSMB3P1	1
METTL7B	84
ITGA7	147
BLOC1S1-RDH5	8
BLOC1S1	453
RDH5	4
CD63	2175
LOC105369779	27
GDF11	88
KCNJ10	14
SARNP	1452
ORMDL2	265
DNAJC14	651
TMEM198B	180
MMP19	83
OLA1P3	0
RNU1-69P	0
GSTP1P1	0
PYM1	266
DGKA	362
KCNJ9	22
PMEL	61
CDK2	984
RAB5B	620
LOC100131294	9
SUOX	149
IKZF4	120
LOC105369781	0
LOC105369780	5
RPS26	5897
ERBB3	334
IGSF8	219
LOC105369782	13
PA2G4	2412
RPL41	18343
ZC3H10	104
ESYT1	365
LOC107987175	5
MYL6B	717
MYL6	5027
SMARCC2	806
TRS-CGA4-1	0
ATP1A2	3
LOC107984468	0
RNF41	713
NABP2	480
SLC39A5	5
ANKRD52	728
COQ10A	87
CS	1056
CNPY2	932
PAN2	598
IL23A	8
ATP1A4	0
STAT2	701
RNU7-40P	0
APOF	0
LOC100419033	0
LOC100128676	3
TIMELESS	624
MIP	0
SPRYD4	97
GLS2	12
HSPD1P4	7
CASQ1	3
SNORA105C	0
RBMS2	1402
RNU6-343P	0
BAZ2A	943
ATP5B	9865
SNORD59B	0
SNORD59A	0
PTGES3	5979
RN7SL809P	10
NACA	17097
RNU6-537P	0
LOC729867	8
PRIM1	718
HSD17B6	23
YWHAQP3	1
SDR9C7	2
LOC100420982	1
RDH16	37
LOC390332	5
GPR182	24
HBCBP	10
ZBTB39	448
PEA15	504
TAC3	6
MYO1A	4
NEMP1	915
NAB2	453
STAT6	651
LRP1	345
LRP1-AS	0
NXPH4	86
SHMT2	1509
DCAF8	1105
NDUFA4L2	7
STAC3	28
R3HDM2	655
RNU6-879P	0
INHBC	8
INHBE	8
GLI1	19
ARHGAP9	5
MARS	1226
RPSAP18	5
DDIT3	433
MBD6	326
DCTN2	684
KIF5A	93
PIP4K2C	265
DTX3	2
ARHGEF25	70
LOC101927583	1
SLC26A10	1
PEX19	603
B4GALNT1	261
RPL13AP23	0
OS9	767
AGAP2	143
AGAP2-AS1	45
TSPAN31	186
CDK4	1864
MARCH9	151
CYP27B1	36
LOC107985219	0
METTL1	189
METTL21B	69
TSFM	448
AVIL	44
RNU6-1083P	0
CTDSP2	708
LOC105369783	13
LOC283387	0
LOC102724211	0
COPA	1718
LOC101927608	0
LOC100506844	17
ATP23	5
LOC100533641	0
RN7SKP65	0
ST13P8	0
LOC105369784	0
LOC105369785	0
LOC105369786	0
RPL21P103	0
SUMO1P3	30
LOC105369972	5
LOC105369787	0
LOC101060021	0
LOC105369788	0
LOC105369789	0
LOC101927653	0
LOC100506869	0
LRIG3	117
LOC105369791	0
RPS6P22	0
NCSTN	187
METTL15P2	0
RNU6-279P	0
RNU6-871P	0
LOC105369792	0
RNU4-20P	0
SLC16A7	529
LOC100996696	0
LOC107984481	0
PGBD3P1	0
DUX4L52	0
NHLH1	13
LOC105369793	0
FAM19A2	14
RPL21P104	0
LOC107984519	0
KRT8P19	0
RPS3P6	0
KLF17P1	0
USP15	1310
RNU6-595P	0
ANGPTL7	12
LOC105371466	4
MON2	653
RNU6-399P	0
LINC01465	16
PPM1H	208
RPL32P26	0
GAPDHP44	0
LOC105369795	3
RNU1-83P	0
RPL14P1	150
RNU4-42P	0
LOC100506911	0
LDHAL6CP	0
RSL24D1P5	0
AVPR1A	4
HNRNPA1P69	0
LOC105369797	0
DPY19L2	9
S100A11P4	0
LOC100418730	0
RPS27P24	0
VANGL2	34
TMEM5	461
TMEM5-AS1	0
PABPC1P4	0
SRGAP1	254
RPL36AP41	0
LOC100419700	0
LOC105369801	23
LOC105369798	0
C12orf66	261
RNU6-1009P	0
LOC105371467	0
RNU5A-7P	0
C12orf56	2
ATP6V1E1P3	1
RPS11P6	1
XPOT	3023
LOC100420899	0
TBK1	875
LOC105369803	0
LOC107984521	0
LOC105369804	2
SLAMF6	0
RASSF3	2677
GNS	474
TBC1D30	218
RPL7P39	4
FLJ41278	1
RNU6ATAC42P	0
LOC107984522	0
WIF1	0
LOC105371468	0
RNU6-166P	0
APOOP3	0
LEMD3	623
MSRB3	185
KRT18P60	2
LOC100507065	44
LOC105369809	53
LOC105369187	2
LOC105369808	0
LOC105369807	37
CD84	0
LOC105369806	1
PCNPP3	9
RPSAP52	5
HMGA2	3196
LOC100129940	457
LOC105369810	0
RPL21P18	0
RNA5SP362	0
LLPH	1511
SLAMF1	0
LLPH-AS1	0
TMBIM4	345
IRAK3	6
LOC107984523	3
RBMS1P1	1
PDCL3P7	0
RN7SKP166	0
HELB	243
GRIP1	6
LOC107985220	0
LOC105369811	0
OSBPL9P4	0
OSBPL9P5	0
LOC102724421	0
RAB11AP2	0
GGTA2P	4
CAND1	3067
MRPL40P1	0
LOC105369813	2
LOC105369812	5
SETP9	0
NTAN1P3	0
LOC102724433	0
LOC100507175	0
LOC105369815	0
DYRK2	1027
LOC105369816	12
LOC101927901	1
LOC107984531	1
LOC107984526	1
LINC01479	0
RNU6-291P	0
CD48	0
IFNG-AS1	0
RPL39P28	0
HNRNPA1P70	0
LOC100509370	0
IFNG	0
LOC105369818	0
IL26	2
IL22	0
MDM1	208
LOC105369819	3
SLAMF7	2
LOC100507195	0
PSMC6P2	0
LOC107984479	0
RPSAP12	7
RAP1B	1028
RPL10P12	6
SNORA70G	0
ATP5HP4	2
LOC100507250	21
RPL7P42	0
LOC105371470	0
NUP107	1718
KRT8P39	24
SLC35E3	168
LOC100422438	6
LOC105369820	11
LOC100130075	3
MDM2	2689
CPM	201
RNU7-4P	0
PRELID2P1	0
LY9	0
LOC107984471	0
CPSF6	1570
C1GALT1P1	6
LYZ	17
YEATS4	530
RN7SL804P	1
RPS26P45	2
LOC105369822	24
FRS2	735
CD244	0
CCT2	4088
LRRC10	0
LOC105369823	2
BEST3	6
LOC101928002	0
RAB3IP	815
MYRFL	7
LOC100125409	0
ITLN1	0
LOC105369826	3
LINC01481	11
CNOT2	1308
KCNMB4	139
RNU4-65P	0
LOC105369827	152
PTPRB	212
LOC105369828	131
PTPRR	11
FAHD2P1	1
LOC646347	4
TSPAN8	0
LOC105369831	0
LOC105369832	0
LGR5	6
LOC105369833	0
ZFC3H1	912
LOC107984529	11
THAP2	84
TMEM19	316
LOC107984530	0
LOC101928372	2
RAB21	703
TBC1D15	861
MRS2P2	13
TPH2	3
TRHDE	25
TRHDE-AS1	14
CHCHD3P2	0
LOC105369838	0
LOC101928137	5
LOC105369839	0
ITLN2	0
RPL31P48	0
RNU6-1012P	1
LOC105369840	0
LOC105369841	1
LOC100507377	13
LOC100128674	0
VENTXP3	0
LOC107987178	66
ATXN7L3B	1482
LOC101929967	0
F11R	1775
LOC387869	0
LOC100128673	0
LOC105369842	0
LOC105369843	0
KCNC2	0
LOC100130268	0
CCNG2P1	1
LOC107983975	1
CAPS2	304
LOC100419702	1
RPL39P6	0
TSTD1	756
GLIPR1L1	39
GLIPR1L2	17
GLIPR1	34
KRR1	3020
LOC105369845	254
PGDP2	17
LOC107984533	3
RPL10P13	71
LOC105369846	19
RN7SL734P	0
USF1	484
LOC100289143	1
LOC105369847	0
PHLDA1	5254
NAP1L1	11199
LOC100652897	15
LOC641695	1
RNU6-1271P	0
LOC105369848	1
RN7SKP172	0
BBS10	960
ARHGAP30	35
OSBPL8	4497
LOC105369850	10
RPL7AP9	0
YWHAQP7	0
LOC105369851	2
RPL21P98	3
RPL7P43	3
RWDD1P3	0
ZDHHC17	752
CSRP2	686
NECTIN4	55
LOC727803	0
E2F7	319
LOC105369853	0
LOC105369854	0
LOC105369855	0
LOC105369856	0
NAV3	8
FAM213AP1	0
LOC105369860	0
LOC105369859	0
LOC105371471	5
MRPL11P3	0
LOC642550	0
SYT1	2881
LOC105369863	31
LOC100420794	15
NOP56P3	0
PAWR	1541
LOC105369864	0
PPP1R12A	1391
KLHDC9	4
RNA5SP363	0
LOC107984534	13
SNRPGP20	0
HSPD1P20	0
RPL7P38	1
RNU7-106P	0
RPL26P32	0
OTOGL	1
RN7SKP261	0
PTPRQ	0
PFDN2	2234
LOC105369867	0
AKIRIN1P1	0
MYF6	0
MYF5	0
LINC01490	0
LIN7A	296
LOC100420442	0
LOC105369869	3
NIT1	264
LOC107987179	0
ACSS3	0
LOC107984535	0
PPFIA2	10
LOC102724663	0
LOC105369872	0
VN1R57P	0
LOC101928449	0
LOC105369873	0
DEDD	326
CCDC59	990
METTL25	106
LOC100421061	0
LOC107987180	0
LOC100418732	0
LOC107984487	0
TMTC2	479
RNU6-977P	0
RPL6P25	0
LOC105369874	0
UFC1	969
LOC107984536	0
LOC100128335	0
LOC105369875	0
SLC6A15	0
LOC102724680	0
TSPAN19	10
LRRIQ1	62
ALX1	2
LOC105369876	0
LOC107984537	0
UBIAD1	255
USP21	114
LOC101059974	0
LOC100129589	0
RASSF9	0
NTS	0
MGAT4C	0
LOC105369877	0
LOC105369878	0
RPL23AP68	0
LOC105369879	0
LOC107984478	0
PPOX	109
LOC105369880	0
LOC105369881	0
CYCSP30	0
MKRN9P	0
GADD45AP1	0
RPS4XP15	0
C12orf50	255
LOC107984542	0
C12orf29	724
CEP290	1111
B4GALT3	469
RNA5SP364	0
LOC100420011	0
TMTC3	1127
LOC101929554	0
KITLG	24906
RNU1-117P	0
LOC105369885	35
LOC105369886	0
LOC105369887	14
LOC728084	316
ADAMTS4	3
LOC100287355	1
LOC105378255	0
RNU7-120P	0
MRPS6P4	0
DUSP6	4380
POC1B	348
CENPCP1	1
POC1B-GALNT4	12
GALNT4	203
ATP2B1	1832
NDUFS2	1008
ATP2B1-AS1	16
LOC107984543	0
RNA5SP365	0
MRPL2P1	0
RNU6-148P	0
BRWD1P2	0
LOC105369890	2
LOC105369891	0
LOC105369892	0
LOC105369893	0
FCER1G	5
LOC102724834	0
LOC105369895	0
LINC00615	0
CCER1	0
EPYC	0
KERA	0
LUM	0
DCN	1
LOC105369898	0
LOC107984544	0
APOA2	2
LOC105369897	0
LOC105369896	0
LOC105369900	0
LOC105369901	0
LINC01619	1
BTG1	455
LOC101928617	1
LOC107984023	0
RPL21P106	0
LOC101930023	0
TOMM40L	106
LOC105369903	0
LOC105369902	0
LOC107984467	1
CLLU1OS	0
CLLU1	0
LOC100507616	0
LOC105369904	0
LOC100132126	0
LOC105369905	0
C12orf74	0
PLEKHG7	3
EEA1	391
LOC100287544	0
HNRNPA1P50	3
RNU6-1329P	0
LOC105369906	0
LOC643339	1
LOC100127919	0
RPL41P5	0
LOC105369907	0
NR1I3	11
LOC105369908	0
NACAP3	0
LOC102724933	0
LOC105369909	0
NUDT4	396
UBE2N	3166
MRPL42	3091
RN7SL737P	14
SOCS2-AS1	4
SOCS2	198
MTATP8P1	0
UBE2V2P3	3
PCP4L1	10
LOC642969	15
CRADD	178
LOC101928731	6
RN7SL630P	0
LOC105369911	0
LOC105369912	0
RN7SKP263	0
LOC105369913	1
LOC441644	0
PLXNC1	55
LOC105371472	9
CEP83	724
RN7SL330P	0
RBMS2P1	6
CEP83-AS1	7
LOC102724960	0
RN7SL483P	0
LOC400061	0
SUCLG2P2	2
TMCC3	232
LOC107985221	30
LSM3P2	0
LOC105369914	8
KRT19P2	1
LOC105369915	2
NDUFA12	693
NR2C1	576
FGD6	686
LOC100287148	0
MPZ	27
RPL14P4	3
VEZT	1043
CBX3P5	2
RNU6-808P	0
LOC105369917	0
LOC107984545	1
RNU6-735P	0
RPL29P26	14
SDHC	1601
METAP2	4460
USP44	8
PGAM1P5	1
NTN4	117
LOC105369919	3
RNU6-247P	0
LOC105369921	0
LOC105369920	0
SNRPF	1429
CCDC38	1
CFAP126	28
AMDHD1	37
HAL	41
LOC102723340	21
LTA4H	5085
TRD-GTC2-8	0
YPEL5P3	0
LOC105369923	1
RN7SL88P	0
LOC105369924	0
LOC105369925	1
RRM2P2	0
ELK3	867
LOC107984546	31
CDK17	427
RNU4-24P	0
RN7SKP11	0
CFAP54	8
EEF1A1P33	0
NEDD1	1281
TRQ-TTG9-1	0
LOC107984547	0
TRV-CAC1-1	0
LOC105369928	0
LOC105369927	0
LOC101928912	0
LOC105369930	0
LOC105369929	0
RMST	0
LOC643711	0
RNU6-36P	0
RNU6-481P	0
LOC105369932	0
LOC100131529	0
LOC105369933	2
RNU4-41P	0
SLC9A7P1	0
LOC643770	1
TRD-GTC1-1	0
TRW-CCA4-1	0
LOC148430	6
TMPO-AS1	17
TMPO	3274
PPIAP8	1
SLC25A3	8072
SNORA53	2
IKBIP	463
APAF1	287
ANKS1B	237
LOC101928959	0
RNA5SP366	0
LOC105376737	3
LOC102724602	2
LOC101928937	0
FAM71C	0
RPS4XP1	0
UHRF1BP1L	915
DNM1P19	15
GOLGA2P5	296
RN7SL176P	2
ACTR6	970
DEPDC4	63
TRE-TTC4-2	0
SCYL2	1407
SLC17A8	1
NR1H4	0
GAS2L3	570
PIGAP1	25
ANO4	37
SNX5P2	0
SLC5A8	0
RNU6-768P	0
RPS6P19	0
TRN-GTT2-2	0
UTP20	467
ARL1	1841
RNU6-1068P	0
RPS27P23	0
RNU5E-5P	0
RNA5SP367	0
SPIC	0
LOC105369935	0
MYBPC1	0
LOC105369938	0
TRG-TCC4-1	0
LOC105369937	0
LOC105369936	0
CHPT1	378
RNY1P16	0
SYCP3	3
GNPTAB	1054
RNU6-101P	0
ST13P22	5
RNA5SP368	0
RNU6-172P	0
TRD-GTC2-1	0
RNA5SP369	0
HSPE1P4	2
DRAM1	321
RPL9P24	0
LOC107984548	3
NENFP2	0
WASHC3	182
NUP37	1306
PARPBP	408
PMCH	22
TRL-CAG1-1	0
RN7SL793P	0
LOC100418882	0
LOC105369942	2
IGF1	6
LOC105369944	3
LINC00485	3
PAH	15
LOC101929036	2
ASCL1	1
C12orf42	0
TRG-GCC1-1	0
LOC101929058	0
LOC105369945	0
LOC644203	0
LOC101929084	0
STAB2	2
LOC105369946	0
NT5DC3	413
LOC107984433	7
TTC41P	11
LOC107984130	4
TRE-CTC1-2	0
HSP90B1	19033
C12orf73	270
TDG	622
GLT8D2	64
LOC643576	3
HCFC2	236
NFYB	541
RNA5SP370	0
LOC105369947	0
TRG-TCC2-2	0
LOC105369948	0
TXNRD1	6427
RPL18AP3	545
EID3	48
LOC105369949	6
CHST11	133
LOC107984434	12
SLC41A2	187
LOC105369950	0
TRD-GTC2-2	0
KRT18P20	1
LOC105369952	0
C12orf45	201
ALDH1L2	68
LOC414300	1
WASHC4	1008
APPL2	494
LOC105369953	3
KCCAT198	0
C12orf75	743
LOC105376739	0
TRL-CAG1-2	0
LOC105369957	47
LOC105369956	1
LOC105369955	2
LOC105369958	4
CASC18	0
LOC105369959	0
LOC107984435	0
LOC105369960	0
ST13P3	0
NUAK1	199
TRG-GCC1-2	0
LOC341378	0
CKAP4	485
RNU7-94P	0
TCP11L2	87
POLR3B	327
LOC100287944	1
RFX4	2
LOC100505978	0
RIC8B	549
LOC105369961	2
TRE-CTC1-3	0
EEF1B2P4	0
RPL30P12	0
TMEM263	1000
MTERF2	180
CRY1	291
SETP7	0
BTBD11	106
RNA5SP371	0
PWP1	1504
RPL17P38	2
TRG-TCC2-3	0
PRDM4	453
LOC101929162	13
ASCL4	0
LOC105369963	0
LOC390358	0
LOC644746	0
LOC728739	0
LOC105369964	0
WSCD2	0
LOC105369965	0
TRD-GTC2-3	0
LOC196469	0
CMKLR1	1
LINC01498	0
FICD	32
SART3	661
ISCU	1203
TMEM119	2
SELPLG	15
LOC105369968	36
TRL-CAG1-3	0
CORO1C	1576
RNU7-169P	0
LOC105369969	2
SSH1	1132
LOC101929204	117
DAO	0
SVOP	5
RNU6-361P	0
LOC105378256	0
TRG-GCC1-3	0
USP30	111
USP30-AS1	2
RNA5SP372	0
ALKBH2	414
UNG	623
ACACB	164
LOC105369974	1
FOXN4	11
LINC01486	0
MYO1H	11
TRE-CTC1-4	0
KCTD10	455
UBE3B	316
MMAB	170
RNU4-32P	0
MVK	97
RN7SKP250	0
FAM222A	41
FAM222A-AS1	20
TRPV4	9
TRG-TCC2-4	0
LOC105369975	0
GLTP	443
RN7SL441P	1
TCHP	227
GIT2	268
ANKRD13A	389
C12orf76	86
LOC105369976	0
IFT81	359
ATP2A2	1830
TRD-GTC2-4	0
RN7SL769P	0
ANAPC7	820
HMGA1P3	2
ARPC3	1716
GPN3	909
RPL31P49	1
FAM216A	144
VPS29	1232
RAD9B	206
PPTC7	491
LOC105376740	2
TRL-CAG1-4	0
TCTN1	237
HVCN1	5
PPP1CC	5431
RPL29P25	0
CCDC63	8
MYL2	9
LINC01405	29
LOC105369980	0
LOC105369981	0
CUX2	1
TRG-GCC1-4	0
LOC105369983	2
RNA5SP373	0
FAM109A	87
HSPA8P14	4
LOC105369984	8
SH2B3	520
LOC105369985	27
ATXN2	346
LOC100101246	40
TRE-CTC1-5	0
BRAP	432
PCNPP1	15
ACAD10	257
ALDH2	314
MAPKAPK5-AS1	534
MAPKAPK5	357
RPS2P41	0
TMEM116	66
ADAM1A	80
TRG-TCC2-5	0
ADAM1B	3
SLC25A3P2	2
LOC724085	2
ERP29	1266
NAA25	2137
TRAFD1	455
HECTD4	962
RN7SKP71	1
TRD-GTC2-5	0
RPL7AP60	11
LOC100421482	2
RPL6	22081
PTPN11	4869
RPH3A	1
OAS1	13
OAS3	244
OAS2	2
IMMP1LP2	0
TRL-CAG1-5	0
RPS15AP32	0
DTX1	0
RASAL1	246
CFAP73	4
DDX54	656
RITA1	187
IQCD	69
TPCN1	580
TRG-GCC4-1	0
LOC107984436	2
SLC8B1	348
LOC105369989	0
PLBD2	334
SDS	13
SDSL	180
LHX5	10
LHX5-AS1	0
LOC105369990	0
LOC105369991	0
LOC105371473	0
LINC01234	638
DYNLL1P4	1
RBM19	330
TRE-CTC16-1	0
LOC105369993	0
LOC105369994	0
LOC105369995	0
HAUS8P1	0
GLULP5	0
LOC105369996	0
FCGR2A	3
TBX5	8
TBX5-AS1	0
LOC105369998	0
RN7SKP216	0
OSTF1P1	0
TBX3	194
LOC105370000	0
LOC105369999	1
LOC107984437	0
LOC102723639	0
TRD-GTC10-1	0
LOC105370003	1
UBA52P7	0
LOC105370002	0
RN7SL865P	0
LOC105370004	5
MED13L	1241
RNU6-1188P	0
SNRPGP18	0
LOC107984438	2
DISP3	53
TRG-GCC2-1	0
LOC105370005	0
LOC105370007	156
LOC105370008	6
LOC107984439	2
LINC00173	152
MAP1LC3B2	12
C12orf49	586
RNFT2	124
RPL21P105	0
HSPA6	0
HRK	99
RPL36P15	0
FBXW8	503
LOC100506551	46
TESC	69
TESC-AS1	0
LOC105370010	1
FBXO21	930
NOS1	6
KSR2	266
TRL-CAG1-6	0
LOC105370012	0
LOC105370011	7
RFC5	1065
WSB2	920
VSIG10	406
LOC101928274	26
PEBP1	1692
TAOK3	328
RPS2P5	4555
SUDS3	1362
TRG-TCC2-6	0
LOC105370013	0
RPL17P37	0
LOC105370014	0
LOC105370015	0
LOC105370017	0
LOC107984472	0
LOC105370016	0
RNA5SP374	0
LOC105370018	0
LOC105370019	0
RPS23P10	0
LOC105370020	0
SRRM4	2
RN7SL508P	0
LOC105370022	0
LOC105370021	0
LOC105370024	0
HSPB8	34
LOC107984440	0
LOC100287653	0
LOC105370026	0
TRN-GTT1-1	0
LOC105370025	0
LINC00934	2
CCDC60	0
LOC105370027	0
LOC107984441	0
TMEM233	1
RN7SKP197	0
PRKAB1	124
CIT	584
FCGR3A	0
RPL35AP30	0
BICDL1	140
RAB35	399
GCN1	1888
RPLP0	54885
PXN-AS1	44
PXN	1120
RPS20P31	0
NME2P1	0
FCGR2C	0
RNU4-2	33
SIRT4	46
RNU4-1	10
RNU6-1088P	0
PLA2G1B	0
MSI1	166
RPS27P25	1
COX6A1	3509
TRIAP1	728
GATC	757
HSPA7	0
RPL31P52	5
SRSF9	1945
DYNLL1	2199
LOC107987181	0
NRAV	113
COQ5	884
RPL29P24	7
RNF10	634
POP5	371
RPL11P5	0
TRL-CAA6-1	0
LOC101928300	64
CABP1	13
LOC105370029	0
MLEC	2969
UNC119B	657
ACADS	135
SPPL3	272
ARF1P2	11
XLOC_009911	0
LINC01647	0
RPS23P9	0
CLIC1P1	0
RPL12P33	0
HNF1A-AS1	1
HNF1A	7
C12orf43	184
OASL	79
LOC105378258	0
LOC105370031	1
LOC105370030	0
LOC105370032	0
FCGR3B	0
P2RX7	26
P2RX4	143
CAMKK2	667
ANAPC5	2040
RNF34	670
KDM2B	473
LOC101928346	6
LOC105370033	1
RNU6-1004P	0
FCGR2B	0
ORAI1	65
MORN3	29
LOC105370034	2
TMEM120B	493
RHOF	953
LOC107984442	10
LINC01089	27
SETD1B	396
HPD	18
LOC105370035	1
RPL31P11	0
PSMD9	490
RNU7-170P	0
WDR66	31
BCL7A	62
LOC100506691	0
MLXIP	286
LRRC43	5
IL31	0
B3GNT4	38
DIABLO	947
FCRLA	0
LOC101593348	3
VPS33A	275
CLIP1	743
CCDC150P1	15
RPL21P1	2
CLIP1-AS1	1
ZCCHC8	426
RSRC2	1855
KNTC1	1350
LOC107984443	3
FCRLB	4
HCAR2	5
HCAR3	1
HCAR1	2
DENR	1475
CCDC62	87
HIP1R	778
VPS37B	768
ABCB9	188
OGFOD2	150
ARL6IP4	1310
RN7SL466P	0
PITPNM2	199
LOC100507091	13
MPHOSPH9	980
C12orf65	415
CDK2AP1	755
RNA5SP375	0
SBNO1	2213
KMT5A	261
DUSP12	384
RILPL2	298
SNRNP35	152
RILPL1	189
LOC101927415	21
TMED2	4929
DDX55	982
LOC105370041	12
EIF2B1	471
GTF2H3	1692
LOC102724329	3
TCTN2	79
ATP6V0A2	262
LOC105370042	9
RPL27P12	2
